,file_name,class_augment,class,augment
103345,94455_1_0.jpg,0_T,0,T
60720,402170_0_0.jpg,0_T,0,T
50441,351422_1_1.jpg,1_F,1,F
38588,293605_0_0.jpg,0_T,0,T
9264,144994_0_0.jpg,0_T,0,T
10693,152403_0_0.jpg,0_T,0,T
68284,441169_1_0.jpg,0_T,0,T
75304,47611_3_0.jpg,0_T,0,T
20976,204507_0_2.jpg,1_F,1,F
34894,27504_0_0.jpg,0_T,0,T
10721,152578_0_2.jpg,1_F,1,F
16724,183910_0_0.jpg,0_T,0,T
28451,241611_0_0.jpg,0_T,0,T
24358,221053_0_0.jpg,1_T,1,T
4690,123180_0_0.jpg,0_T,0,T
23803,21811_1_0.jpg,0_T,0,T
33782,269171_0_2.jpg,1_F,1,F
29763,248582_3_0.jpg,0_T,0,T
52560,362117_2_0.jpg,0_T,0,T
12038,159309_0_0.jpg,0_T,0,T
43521,317479_0_0.jpg,0_T,0,T
52100,359865_2_0.jpg,0_T,0,T
50353,350987_0_0.jpg,0_T,0,T
29695,24815_0_0.jpg,0_T,0,T
103209,93672_0_0.jpg,0_T,0,T
69578,448172_0_0.jpg,0_T,0,T
95455,578215_0_2.jpg,1_F,1,F
5337,12612_0_0.jpg,0_T,0,T
35253,27704_0_0.jpg,1_T,1,T
31870,259464_2_0.jpg,1_T,1,T
49568,347256_1_0.jpg,0_T,0,T
36231,282067_3_0.jpg,1_T,1,T
64833,423414_1_0.jpg,1_T,1,T
50687,352476_0_0.jpg,0_T,0,T
75872,478872_4_0.jpg,1_T,1,T
19252,196413_1_0.jpg,0_T,0,T
8642,142274_1_0.jpg,0_T,0,T
89925,550844_0_0.jpg,0_T,0,T
48706,343057_0_0.jpg,1_T,1,T
11329,155624_0_0.jpg,0_T,0,T
87558,538643_2_1.jpg,1_F,1,F
65551,426849_0_0.jpg,0_T,0,T
101191,82873_1_1.jpg,1_F,1,F
48337,341054_0_0.jpg,0_T,0,T
76201,480438_0_0.jpg,0_T,0,T
3845,119081_1_0.jpg,0_T,0,T
10741,15262_2_0.jpg,1_T,1,T
34343,272157_1_0.jpg,0_T,0,T
91433,558786_3_0.jpg,0_T,0,T
33173,266209_1_0.jpg,0_T,0,T
65918,428612_0_0.jpg,0_T,0,T
97688,6580_2_2.jpg,1_F,1,F
103072,92813_0_0.jpg,0_T,0,T
49221,345648_0_0.jpg,0_T,0,T
35806,279831_0_0.jpg,0_T,0,T
73401,466840_0_0.jpg,1_T,1,T
65005,424327_0_0.jpg,1_T,1,T
57324,385196_0_0.jpg,1_T,1,T
82334,511777_0_0.jpg,1_T,1,T
12717,162763_0_0.jpg,0_T,0,T
100108,77681_1_0.jpg,0_T,0,T
71841,45922_0_2.jpg,1_F,1,F
39040,295864_2_0.jpg,0_T,0,T
19372,197001_0_0.jpg,1_T,1,T
22093,209380_1_0.jpg,0_T,0,T
43789,318904_1_0.jpg,0_T,0,T
74426,471935_5_0.jpg,0_T,0,T
44165,321024_1_1.jpg,1_F,1,F
64497,421677_0_0.jpg,0_T,0,T
13530,167057_0_0.jpg,0_T,0,T
10800,152857_0_0.jpg,0_T,0,T
89757,549936_0_0.jpg,0_T,0,T
5613,127342_1_0.jpg,0_T,0,T
15935,179874_5_2.jpg,1_F,1,F
55802,377611_2_0.jpg,0_T,0,T
22683,212470_1_0.jpg,1_T,1,T
58313,390072_0_0.jpg,0_T,0,T
7642,137341_1_2.jpg,1_F,1,F
53704,367389_2_1.jpg,1_F,1,F
44940,324823_2_0.jpg,0_T,0,T
73704,468408_1_0.jpg,0_T,0,T
85845,529860_1_0.jpg,0_T,0,T
78500,491844_0_0.jpg,0_T,0,T
52845,36351_1_2.jpg,1_F,1,F
52182,360181_0_1.jpg,1_F,1,F
7050,13455_4_0.jpg,1_T,1,T
22461,211246_2_0.jpg,1_T,1,T
67767,438341_0_0.jpg,0_T,0,T
5013,124812_0_0.jpg,0_T,0,T
85745,52929_1_0.jpg,0_T,0,T
76210,480490_0_0.jpg,1_T,1,T
77088,484912_1_2.jpg,1_F,1,F
6567,132067_0_0.jpg,0_T,0,T
255,101510_3_0.jpg,1_T,1,T
14848,174239_0_0.jpg,0_T,0,T
24521,221787_1_1.jpg,1_F,1,F
77807,488373_2_0.jpg,1_T,1,T
102730,91285_0_0.jpg,0_T,0,T
82506,512816_0_0.jpg,0_T,0,T
86126,531286_1_0.jpg,0_T,0,T
85269,526729_2_2.jpg,1_F,1,F
34163,271215_0_0.jpg,0_T,0,T
92674,56435_0_2.jpg,1_F,1,F
80507,502327_0_1.jpg,1_F,1,F
94124,57169_1_1.jpg,1_F,1,F
73807,468902_0_0.jpg,0_T,0,T
65253,425550_1_0.jpg,0_T,0,T
99398,74030_0_0.jpg,0_T,0,T
65171,425052_2_0.jpg,0_T,0,T
38681,294238_0_0.jpg,0_T,0,T
96928,62233_0_0.jpg,0_T,0,T
68308,44127_3_0.jpg,1_T,1,T
15805,179203_0_0.jpg,0_T,0,T
29884,249325_1_0.jpg,0_T,0,T
95938,580791_1_0.jpg,0_T,0,T
71507,457584_2_0.jpg,0_T,0,T
31898,259572_2_0.jpg,0_T,0,T
79088,494870_0_0.jpg,0_T,0,T
29404,246592_2_0.jpg,0_T,0,T
66882,43376_0_0.jpg,0_T,0,T
89332,547770_0_0.jpg,0_T,0,T
101140,82650_0_0.jpg,0_T,0,T
101931,86646_0_2.jpg,1_F,1,F
46412,331530_1_0.jpg,0_T,0,T
2816,114060_0_0.jpg,0_T,0,T
60650,40181_0_0.jpg,0_T,0,T
66227,430319_1_0.jpg,0_T,0,T
89858,550467_0_2.jpg,1_F,1,F
33170,266207_0_0.jpg,0_T,0,T
26710,232886_0_0.jpg,0_T,0,T
14381,171272_3_0.jpg,1_T,1,T
67466,436653_0_0.jpg,0_T,0,T
102235,88252_1_2.jpg,1_F,1,F
19680,198397_0_2.jpg,1_F,1,F
65012,424340_2_2.jpg,1_F,1,F
33721,26884_0_2.jpg,1_F,1,F
72418,461968_1_2.jpg,1_F,1,F
102626,90646_0_1.jpg,1_F,1,F
13672,167734_1_0.jpg,1_T,1,T
3276,116202_0_0.jpg,1_T,1,T
29102,24515_0_0.jpg,0_T,0,T
60168,399353_0_0.jpg,0_T,0,T
101107,82381_1_2.jpg,1_F,1,F
76360,481172_0_0.jpg,0_T,0,T
83227,516346_0_0.jpg,0_T,0,T
12607,162256_0_0.jpg,0_T,0,T
92284,562388_2_2.jpg,1_F,1,F
73324,466432_2_2.jpg,1_F,1,F
95363,577857_1_0.jpg,0_T,0,T
79107,49495_2_0.jpg,0_T,0,T
11229,155108_0_0.jpg,0_T,0,T
83252,516541_0_0.jpg,0_T,0,T
87493,538259_0_0.jpg,0_T,0,T
16469,18270_3_2.jpg,1_F,1,F
95767,579760_2_0.jpg,0_T,0,T
11034,154107_0_0.jpg,0_T,0,T
70387,452302_1_0.jpg,0_T,0,T
81480,507329_0_0.jpg,0_T,0,T
73356,466615_1_0.jpg,0_T,0,T
102130,87672_0_0.jpg,0_T,0,T
28035,23949_1_0.jpg,1_T,1,T
57298,385082_1_0.jpg,0_T,0,T
46225,330609_1_1.jpg,1_F,1,F
92038,561336_1_0.jpg,1_T,1,T
74769,473466_1_0.jpg,1_T,1,T
20762,203551_3_0.jpg,0_T,0,T
81881,50945_6_0.jpg,0_T,0,T
60464,400887_3_1.jpg,1_F,1,F
73642,468086_1_2.jpg,1_F,1,F
97652,65655_0_0.jpg,0_T,0,T
75119,475425_0_0.jpg,0_T,0,T
99559,74820_0_0.jpg,0_T,0,T
40639,30347_3_0.jpg,0_T,0,T
81835,50913_1_0.jpg,0_T,0,T
37110,286322_3_0.jpg,0_T,0,T
35379,277575_1_0.jpg,1_T,1,T
14879,174399_0_0.jpg,0_T,0,T
71644,458308_4_0.jpg,1_T,1,T
75022,474859_0_0.jpg,0_T,0,T
44590,323109_0_0.jpg,0_T,0,T
48557,342204_2_1.jpg,1_F,1,F
58021,388754_0_0.jpg,0_T,0,T
75154,475550_1_0.jpg,0_T,0,T
75414,476679_0_1.jpg,1_F,1,F
59493,396112_0_0.jpg,0_T,0,T
68228,440877_1_0.jpg,1_T,1,T
77559,487323_0_0.jpg,0_T,0,T
74187,470745_1_0.jpg,0_T,0,T
47445,336289_6_0.jpg,1_T,1,T
37752,289492_2_0.jpg,0_T,0,T
86642,533897_1_0.jpg,0_T,0,T
50409,351262_1_0.jpg,1_T,1,T
27074,234555_1_0.jpg,0_T,0,T
54518,37140_0_1.jpg,1_F,1,F
59919,398005_1_0.jpg,0_T,0,T
98058,675_0_0.jpg,0_T,0,T
60595,401440_1_0.jpg,0_T,0,T
27982,239229_0_2.jpg,1_F,1,F
59208,39470_0_2.jpg,1_F,1,F
57534,386291_0_0.jpg,0_T,0,T
52056,359638_0_0.jpg,0_T,0,T
68989,444997_0_0.jpg,0_T,0,T
38610,293853_0_0.jpg,0_T,0,T
13884,168817_2_0.jpg,0_T,0,T
49635,347511_7_1.jpg,1_F,1,F
64732,422866_0_0.jpg,0_T,0,T
35526,278291_1_0.jpg,0_T,0,T
88015,541004_0_0.jpg,0_T,0,T
101116,82488_0_0.jpg,0_T,0,T
8041,139324_0_1.jpg,1_F,1,F
43342,316481_3_0.jpg,0_T,0,T
16413,182316_0_0.jpg,0_T,0,T
75750,478257_3_0.jpg,1_T,1,T
90544,554104_0_2.jpg,1_F,1,F
80971,504810_1_0.jpg,0_T,0,T
68402,441646_1_0.jpg,0_T,0,T
71753,458785_0_1.jpg,1_F,1,F
54234,369913_0_2.jpg,1_F,1,F
2776,113970_3_2.jpg,1_F,1,F
79837,498650_2_0.jpg,0_T,0,T
9782,147846_1_0.jpg,1_T,1,T
37053,286051_0_0.jpg,0_T,0,T
52941,363940_1_2.jpg,1_F,1,F
79986,499623_0_2.jpg,1_F,1,F
39122,296257_1_1.jpg,1_F,1,F
65538,426829_1_0.jpg,0_T,0,T
42778,313720_0_0.jpg,1_T,1,T
78086,489734_0_2.jpg,1_F,1,F
83483,517652_1_2.jpg,1_F,1,F
45738,32843_0_0.jpg,0_T,0,T
32777,264124_0_1.jpg,1_F,1,F
93931,570518_0_0.jpg,0_T,0,T
90622,554488_0_0.jpg,0_T,0,T
596,10313_0_1.jpg,1_F,1,F
17833,188922_1_0.jpg,0_T,0,T
103532,95292_1_0.jpg,0_T,0,T
33611,268363_2_0.jpg,0_T,0,T
65724,427679_0_0.jpg,0_T,0,T
78649,492545_0_2.jpg,1_F,1,F
66711,432798_0_0.jpg,0_T,0,T
23058,214257_0_2.jpg,1_F,1,F
23408,216072_2_0.jpg,0_T,0,T
98538,7022_0_0.jpg,0_T,0,T
37534,288268_0_0.jpg,0_T,0,T
78220,490532_0_0.jpg,0_T,0,T
27725,238007_3_0.jpg,0_T,0,T
42242,311488_0_0.jpg,0_T,0,T
3721,11842_0_0.jpg,0_T,0,T
76110,479936_1_0.jpg,0_T,0,T
69457,447588_0_2.jpg,1_F,1,F
78604,492325_0_0.jpg,0_T,0,T
81389,506659_1_0.jpg,0_T,0,T
81506,507427_1_0.jpg,0_T,0,T
81339,506335_2_0.jpg,1_T,1,T
100891,81188_3_0.jpg,1_T,1,T
29744,248471_0_0.jpg,0_T,0,T
31067,255399_5_2.jpg,1_F,1,F
77330,486250_0_1.jpg,1_F,1,F
58087,388992_0_1.jpg,1_F,1,F
47485,336397_1_1.jpg,1_F,1,F
67766,438315_0_0.jpg,0_T,0,T
26921,233711_0_0.jpg,1_T,1,T
16588,183280_1_0.jpg,1_T,1,T
27719,238001_2_0.jpg,1_T,1,T
7790,138081_0_0.jpg,0_T,0,T
54774,372654_3_2.jpg,1_F,1,F
95208,576987_0_2.jpg,1_F,1,F
75165,47563_0_0.jpg,0_T,0,T
104137,98205_1_0.jpg,0_T,0,T
73163,465591_0_0.jpg,0_T,0,T
83198,516205_4_0.jpg,0_T,0,T
8805,142981_1_2.jpg,1_F,1,F
29899,249435_2_0.jpg,0_T,0,T
60373,400410_1_0.jpg,0_T,0,T
57828,387717_0_0.jpg,0_T,0,T
71579,457900_0_0.jpg,0_T,0,T
9072,144179_1_0.jpg,0_T,0,T
56933,383250_1_0.jpg,0_T,0,T
31927,259761_8_0.jpg,1_T,1,T
22543,211675_0_0.jpg,0_T,0,T
36583,283697_0_0.jpg,0_T,0,T
11727,157639_1_0.jpg,0_T,0,T
50179,350253_0_0.jpg,0_T,0,T
87168,536602_0_0.jpg,0_T,0,T
89752,549932_1_0.jpg,0_T,0,T
29619,247703_0_0.jpg,0_T,0,T
49700,347768_0_0.jpg,0_T,0,T
22178,20983_1_1.jpg,1_F,1,F
92039,561336_2_0.jpg,1_T,1,T
22617,212028_1_1.jpg,1_F,1,F
21922,208688_0_0.jpg,0_T,0,T
91273,557998_0_0.jpg,0_T,0,T
96469,59741_0_0.jpg,0_T,0,T
86729,534308_2_0.jpg,0_T,0,T
39127,296360_0_1.jpg,1_F,1,F
59723,397212_0_0.jpg,0_T,0,T
74458,472027_0_2.jpg,1_F,1,F
63946,419085_2_0.jpg,0_T,0,T
4543,122467_3_0.jpg,0_T,0,T
34549,273158_3_0.jpg,0_T,0,T
83941,519906_1_2.jpg,1_F,1,F
31743,258661_1_0.jpg,0_T,0,T
80321,501420_1_1.jpg,1_F,1,F
48019,339352_0_0.jpg,0_T,0,T
24844,223348_0_0.jpg,0_T,0,T
60960,403294_0_0.jpg,0_T,0,T
53305,365366_1_2.jpg,1_F,1,F
56821,382731_2_0.jpg,1_T,1,T
44130,320872_2_1.jpg,1_F,1,F
88008,540988_0_0.jpg,0_T,0,T
80825,503985_0_0.jpg,0_T,0,T
51200,355186_0_0.jpg,0_T,0,T
53215,365068_3_1.jpg,1_F,1,F
30201,251044_2_0.jpg,0_T,0,T
26761,233093_1_1.jpg,1_F,1,F
58047,388882_0_0.jpg,0_T,0,T
50314,350815_0_0.jpg,0_T,0,T
48960,344271_3_0.jpg,0_T,0,T
37970,290652_2_2.jpg,1_F,1,F
33735,268899_0_0.jpg,0_T,0,T
28235,240500_0_0.jpg,0_T,0,T
82828,514387_1_0.jpg,0_T,0,T
17892,189260_1_0.jpg,1_T,1,T
23928,218868_0_0.jpg,0_T,0,T
72553,462802_1_0.jpg,0_T,0,T
53109,364618_1_0.jpg,0_T,0,T
72953,46460_0_0.jpg,0_T,0,T
52444,361460_1_1.jpg,1_F,1,F
93917,570458_0_1.jpg,1_F,1,F
45282,326350_4_0.jpg,1_T,1,T
10422,151300_0_1.jpg,1_F,1,F
30603,253072_0_2.jpg,1_F,1,F
102531,90146_2_0.jpg,0_T,0,T
55267,375282_1_0.jpg,1_T,1,T
99909,76522_0_0.jpg,0_T,0,T
21407,206504_1_0.jpg,0_T,0,T
48990,344460_1_0.jpg,0_T,0,T
30744,253890_2_0.jpg,0_T,0,T
26954,233877_0_1.jpg,1_F,1,F
52948,363956_0_0.jpg,0_T,0,T
68899,444350_1_2.jpg,1_F,1,F
92458,563364_3_0.jpg,1_T,1,T
97975,67155_0_0.jpg,1_T,1,T
89105,546577_0_2.jpg,1_F,1,F
21154,205344_3_0.jpg,0_T,0,T
92281,562377_1_0.jpg,0_T,0,T
4871,124101_2_0.jpg,1_T,1,T
61975,40878_0_0.jpg,0_T,0,T
98167,68183_2_0.jpg,0_T,0,T
98301,68797_0_2.jpg,1_F,1,F
80551,502564_1_0.jpg,0_T,0,T
32758,2639_1_0.jpg,0_T,0,T
62011,408954_1_1.jpg,1_F,1,F
85159,526222_0_2.jpg,1_F,1,F
36076,281207_0_2.jpg,1_F,1,F
97820,66427_0_0.jpg,0_T,0,T
12582,162144_2_0.jpg,0_T,0,T
53178,364919_1_0.jpg,0_T,0,T
20958,20444_0_0.jpg,1_T,1,T
55928,378323_2_0.jpg,1_T,1,T
51615,357294_3_0.jpg,1_T,1,T
42256,311553_1_0.jpg,0_T,0,T
64652,422424_1_0.jpg,0_T,0,T
64608,422221_0_0.jpg,0_T,0,T
65446,426388_0_0.jpg,0_T,0,T
35285,277188_2_0.jpg,0_T,0,T
95437,578114_0_0.jpg,0_T,0,T
85362,527082_0_0.jpg,0_T,0,T
97266,63893_0_0.jpg,0_T,0,T
68103,44017_1_1.jpg,1_F,1,F
8709,142589_0_0.jpg,0_T,0,T
24593,222080_0_0.jpg,0_T,0,T
50961,353997_1_0.jpg,0_T,0,T
53303,365359_2_0.jpg,1_T,1,T
36445,28304_2_0.jpg,0_T,0,T
24868,223474_0_0.jpg,0_T,0,T
66075,429580_0_0.jpg,0_T,0,T
104507,99999_0_0.jpg,0_T,0,T
98616,7050_3_2.jpg,1_F,1,F
64736,422870_1_0.jpg,0_T,0,T
89805,550237_0_2.jpg,1_F,1,F
78084,489733_2_1.jpg,1_F,1,F
86744,53436_0_0.jpg,0_T,0,T
76424,481667_2_2.jpg,1_F,1,F
50,100311_2_0.jpg,1_T,1,T
43558,31773_1_0.jpg,0_T,0,T
93873,570171_1_0.jpg,0_T,0,T
68160,440511_1_0.jpg,0_T,0,T
63822,41854_1_0.jpg,0_T,0,T
68518,442277_2_0.jpg,0_T,0,T
86970,535369_0_0.jpg,0_T,0,T
5732,12790_1_0.jpg,0_T,0,T
99197,73182_0_0.jpg,0_T,0,T
41124,30589_0_2.jpg,1_F,1,F
44276,321539_1_0.jpg,1_T,1,T
91969,561014_0_0.jpg,0_T,0,T
30155,250875_3_2.jpg,1_F,1,F
97405,64425_1_0.jpg,0_T,0,T
28254,240661_0_0.jpg,0_T,0,T
84404,522225_1_0.jpg,1_T,1,T
7619,13722_3_0.jpg,0_T,0,T
96279,58737_0_0.jpg,0_T,0,T
1848,108879_0_1.jpg,1_F,1,F
74082,470117_5_0.jpg,1_T,1,T
55353,375788_0_0.jpg,0_T,0,T
78362,491225_0_0.jpg,0_T,0,T
49037,344724_4_1.jpg,1_F,1,F
54662,372161_0_0.jpg,0_T,0,T
84371,52208_0_2.jpg,1_F,1,F
46391,331453_0_0.jpg,1_T,1,T
92021,56119_1_0.jpg,0_T,0,T
99770,75846_2_0.jpg,0_T,0,T
88135,541529_0_0.jpg,1_T,1,T
100439,79260_1_0.jpg,1_T,1,T
98930,72007_1_0.jpg,0_T,0,T
42093,310702_0_0.jpg,0_T,0,T
10733,152623_2_0.jpg,0_T,0,T
99482,74412_0_2.jpg,1_F,1,F
2155,110618_0_1.jpg,1_F,1,F
46943,333998_2_0.jpg,0_T,0,T
41126,305901_1_0.jpg,0_T,0,T
86226,53183_0_0.jpg,0_T,0,T
62519,411658_0_0.jpg,0_T,0,T
38466,293072_7_0.jpg,0_T,0,T
11004,153931_0_1.jpg,1_F,1,F
69210,446266_2_0.jpg,0_T,0,T
76122,480015_0_0.jpg,0_T,0,T
45279,326350_1_0.jpg,1_T,1,T
11533,15678_1_0.jpg,1_T,1,T
100850,80982_1_0.jpg,0_T,0,T
87757,539647_1_1.jpg,1_F,1,F
103815,96790_1_0.jpg,0_T,0,T
20960,204467_0_2.jpg,1_F,1,F
45020,325095_1_0.jpg,1_T,1,T
88571,543803_3_0.jpg,1_T,1,T
76922,484103_5_0.jpg,0_T,0,T
78526,491976_0_0.jpg,0_T,0,T
13321,165868_2_0.jpg,0_T,0,T
62720,412666_1_0.jpg,0_T,0,T
71938,459731_0_0.jpg,0_T,0,T
8196,139914_0_0.jpg,0_T,0,T
74644,47285_0_1.jpg,1_F,1,F
59540,396321_0_2.jpg,1_F,1,F
78639,492495_1_0.jpg,1_T,1,T
55681,377205_0_0.jpg,1_T,1,T
66167,430047_1_0.jpg,0_T,0,T
38252,292177_0_0.jpg,0_T,0,T
32958,265010_1_0.jpg,0_T,0,T
102694,91052_0_2.jpg,1_F,1,F
38489,293221_0_0.jpg,0_T,0,T
13746,16805_1_0.jpg,0_T,0,T
52591,362232_1_0.jpg,1_T,1,T
7483,13670_4_0.jpg,0_T,0,T
84436,522330_1_0.jpg,1_T,1,T
95881,580382_1_1.jpg,1_F,1,F
69768,449037_1_2.jpg,1_F,1,F
18929,19489_5_2.jpg,1_F,1,F
53645,366984_0_0.jpg,0_T,0,T
87062,536055_0_1.jpg,1_F,1,F
25158,224848_1_0.jpg,0_T,0,T
21198,205505_2_0.jpg,0_T,0,T
6389,131172_3_1.jpg,1_F,1,F
26796,233224_4_0.jpg,0_T,0,T
90887,555811_0_0.jpg,0_T,0,T
102150,87738_2_0.jpg,0_T,0,T
70023,450478_1_0.jpg,0_T,0,T
22586,211867_0_0.jpg,0_T,0,T
45121,325693_1_2.jpg,1_F,1,F
27715,237994_0_0.jpg,0_T,0,T
6024,129246_3_1.jpg,1_F,1,F
50975,354070_2_2.jpg,1_F,1,F
9978,148860_2_2.jpg,1_F,1,F
29775,248640_3_0.jpg,0_T,0,T
29391,246503_0_0.jpg,0_T,0,T
63976,419210_0_0.jpg,1_T,1,T
61733,407301_3_2.jpg,1_F,1,F
70077,450781_1_0.jpg,1_T,1,T
15246,176263_1_0.jpg,0_T,0,T
41989,310155_0_0.jpg,1_T,1,T
98585,70411_2_0.jpg,0_T,0,T
51922,358994_0_2.jpg,1_F,1,F
80700,503478_1_0.jpg,0_T,0,T
37583,28850_0_0.jpg,0_T,0,T
65115,424718_0_0.jpg,0_T,0,T
67353,436108_4_2.jpg,1_F,1,F
101958,86728_0_1.jpg,1_F,1,F
37555,28832_1_2.jpg,1_F,1,F
13782,168332_0_0.jpg,1_T,1,T
53508,366157_3_0.jpg,0_T,0,T
8028,139237_0_0.jpg,0_T,0,T
16823,184319_0_2.jpg,1_F,1,F
47099,334645_0_0.jpg,1_T,1,T
89560,549098_2_0.jpg,0_T,0,T
69273,44675_0_1.jpg,1_F,1,F
22913,213453_2_0.jpg,0_T,0,T
10935,153601_3_0.jpg,0_T,0,T
4266,121351_1_0.jpg,0_T,0,T
37277,287094_6_0.jpg,0_T,0,T
61299,405079_0_0.jpg,0_T,0,T
50459,351494_2_0.jpg,0_T,0,T
91670,559762_0_2.jpg,1_F,1,F
10257,150184_2_2.jpg,1_F,1,F
6170,129982_2_2.jpg,1_F,1,F
51969,359201_0_0.jpg,0_T,0,T
13604,167450_2_1.jpg,1_F,1,F
89013,546058_0_0.jpg,0_T,0,T
87738,539575_2_0.jpg,0_T,0,T
43024,314899_0_0.jpg,1_T,1,T
45980,329508_1_0.jpg,0_T,0,T
18943,194969_0_0.jpg,0_T,0,T
98983,722_0_0.jpg,0_T,0,T
85453,527666_1_1.jpg,1_F,1,F
18172,190863_0_0.jpg,0_T,0,T
89140,54671_1_0.jpg,1_T,1,T
17925,189452_2_0.jpg,1_T,1,T
71219,456389_4_0.jpg,1_T,1,T
71446,457271_0_0.jpg,0_T,0,T
35334,277448_2_0.jpg,0_T,0,T
45083,325488_1_1.jpg,1_F,1,F
4509,122352_0_0.jpg,0_T,0,T
77254,485890_1_0.jpg,0_T,0,T
33578,268123_2_0.jpg,0_T,0,T
52091,359834_1_0.jpg,0_T,0,T
81743,508665_2_0.jpg,0_T,0,T
74334,47137_1_2.jpg,1_F,1,F
59515,396212_0_1.jpg,1_F,1,F
39318,297175_1_0.jpg,0_T,0,T
77757,488138_0_1.jpg,1_F,1,F
86106,531126_2_0.jpg,1_T,1,T
77288,486066_1_0.jpg,0_T,0,T
100337,78689_1_0.jpg,0_T,0,T
80182,500679_0_0.jpg,0_T,0,T
32759,264005_0_0.jpg,0_T,0,T
15923,179839_2_0.jpg,0_T,0,T
29009,24457_0_0.jpg,0_T,0,T
46786,333376_0_0.jpg,0_T,0,T
37007,285826_0_1.jpg,1_F,1,F
64976,424193_1_0.jpg,0_T,0,T
78367,491242_0_0.jpg,1_T,1,T
46638,332705_1_0.jpg,0_T,0,T
83637,518384_1_0.jpg,0_T,0,T
102344,8888_0_0.jpg,0_T,0,T
96507,60046_1_0.jpg,0_T,0,T
102380,89147_1_0.jpg,0_T,0,T
5062,124979_1_0.jpg,1_T,1,T
95695,579402_1_0.jpg,0_T,0,T
69351,447083_1_0.jpg,0_T,0,T
14759,173704_0_2.jpg,1_F,1,F
98853,71631_1_0.jpg,0_T,0,T
90269,552561_0_1.jpg,1_F,1,F
47627,33717_1_0.jpg,0_T,0,T
4722,123336_4_0.jpg,0_T,0,T
76886,483897_0_0.jpg,0_T,0,T
19485,197427_2_0.jpg,0_T,0,T
93896,570351_0_0.jpg,0_T,0,T
42998,314757_0_0.jpg,0_T,0,T
39903,299779_1_2.jpg,1_F,1,F
11700,157512_0_0.jpg,0_T,0,T
96206,58307_0_1.jpg,1_F,1,F
13668,167725_0_0.jpg,1_T,1,T
52711,362884_0_1.jpg,1_F,1,F
21111,205134_3_0.jpg,0_T,0,T
85348,527040_5_0.jpg,0_T,0,T
62297,410409_6_0.jpg,1_T,1,T
73512,467358_0_0.jpg,0_T,0,T
77077,484812_1_0.jpg,0_T,0,T
13463,166692_1_0.jpg,1_T,1,T
62578,412009_2_0.jpg,0_T,0,T
21740,207935_0_1.jpg,1_F,1,F
28679,242964_2_2.jpg,1_F,1,F
10183,149682_0_1.jpg,1_F,1,F
62584,412059_0_2.jpg,1_F,1,F
28179,240225_1_1.jpg,1_F,1,F
27418,236516_1_2.jpg,1_F,1,F
98768,7115_6_0.jpg,1_T,1,T
36999,285773_0_0.jpg,0_T,0,T
56559,381416_0_0.jpg,0_T,0,T
55217,374974_1_0.jpg,0_T,0,T
5623,127407_1_1.jpg,1_F,1,F
86834,534817_0_2.jpg,1_F,1,F
87286,537152_1_2.jpg,1_F,1,F
31842,259186_0_2.jpg,1_F,1,F
33120,265895_0_0.jpg,0_T,0,T
93764,569607_1_0.jpg,0_T,0,T
84535,522930_0_0.jpg,0_T,0,T
